REFERENCE;QUANTITY;"WHOLESALE PRICE";TOTAL
R7438-9;266;36.788618;9785.772388
R7438-9-5;10;289.422764;2894.22764
RC-HE64;5;52.837398;264.18699
RC-ZE81;3;95.113821;285.341463
RD3025;5;286.170000;1430.85
RE-ME-4-RS-CAN1;1;80.487805;80.487805
RE2-1891;1;113.008130;113.00813
RE8C-L;6;22.000000;132
RE8C-L+RE9B-T;10;153.650407;1536.50407
RE9B-T;18;22.660000;407.88
RF100018;1;126.780488;126.780488
RF100021;4;60.967480;243.86992
RF100023;3;146.333333;438.999999
RF100024;5;43.894309;219.471545
RF100025;6;43.894309;263.365854
RF100026;4;43.894309;175.577236
RF100027;7;43.894309;307.260163
RF100028;1;43.894309;43.894309
RF100029;4;43.894309;175.577236
RF100031;3;87.796748;263.390244
RN09;2;363.334634;726.669268
RN10;2;79.577236;159.154472
RN12;2;505.627967;1011.255934
RN14;2;306.660000;613.32
RPF-1195;2;52.704500;105.409
RPF-1251;2;30.980000;61.96
RPF-1251;2;30.980000;61.96
RPF-1512;8;32.512195;260.09756
RPF-1557;4;30.981000;123.924
RPF-1566;4;30.981000;123.924
RPF-1721;1;32.512195;32.512195
RPF-1742;4;30.981000;123.924
RPF-1744;3;32.512195;97.536585
RPF-1747;3;32.512195;97.536585
RPF-1747;3;32.512195;97.536585
RPF-1747;3;32.512195;97.536585
RPF-1747;3;32.512195;97.536585
RPF-1806;6;32.530000;195.18
RPF-1806;6;32.530000;195.18
RPF-1813;2;32.530000;65.06
RPF-1846;2;30.981000;61.962
RPF-1866;1;32.530000;32.53
RPF-1929;2;55.315000;110.63
RPF-1992;3;30.981000;92.943
RPF-2045;1;30.981000;30.981
RPF-2050;4;32.530000;130.12
RPF-3115;5;30.981000;154.905
RPF-3129;4;32.512195;130.04878
RPF-3129;4;32.512195;130.04878
RPF-3129;4;32.512195;130.04878
S-BM/T/15H+E-BM/SS/6;10;3915.580000;39155.8
S-BM/T/34H;1;4250.000000;4250
S-BM/T/34H+TP-CT/69;10;5820.590000;58205.9
S-BM/T/3H;1;4530.463415;4530.463415
S-BM/TI/33H;1;5318.460000;5318.46
S-BM/TI/33H+TP-CT/69;10;7013.790000;70137.9
S-BMT3H+E-BM/T/5;10;6965.600000;69656
S-ME/T/1H;1;4334.690000;4334.69
S-ME/TI/1H+L-ME/SS/3;10;5013.390000;50133.9
S-RE/T/1;1;2316.220000;2316.22
S-TY/T/2;2;2744.280000;5488.56
SAU044;2;1270.723577;2541.447154
SAU048SYS;2;2080.700000;4161.4
SAU077;2;1071.536585;2143.07317
SAU112B;2;60.967480;121.93496
SAUC030;5;202.430894;1012.15447
SAUC036;3;248.772358;746.317074
SAUC040;3;396.739837;1190.219511
SAUC045;5;546.420000;2732.1
SAUC054;5;272.420000;1362.1
SAUC074;6;406.860000;2441.16
SAUC075;3;427.090000;1281.27
SAUC077;2;910.560976;1821.121952
SAUC079;3;772.700000;2318.1
SAUC090;1;427.634146;427.634146
SAUC092;2;853.650407;1707.300814
SAUC093;2;492.370000;984.74
SAUC106;1;835.700000;835.7
SAUP044;2;474.670000;949.34
SAUP087;3;336.510000;1009.53
SAUP088;2;662.593496;1325.186992
SAUP090;2;148.770000;297.54
SAUP106;5;378.853659;1894.268295
SAUX036;1;552.024390;552.02439
SAUX045;1;880.479675;880.479675
SAUX074;2;682.918699;1365.837398
SAUX075;1;671.536585;671.536585
SAUX093;1;803.370000;803.37
SBM011;2;564.140000;1128.28
SBM050;9;1079.670000;9717.03
SBM050;10000;1079.670000;10796700
SBM050;10000;1079.670000;10796700
SBM096S;1;547.000000;547
SBMB050;4;632.370000;2529.48
SBMB062;2;882.918699;1765.837398
SBMC050;2;355.700000;711.4
SBMC066;3;260.154472;780.463416
SBMC067;7;260.967480;1826.77236
SBMC068;2;355.710000;711.42
SBMC073;2;331.920000;663.84
SBMC074;1;517.020000;517.02
SBMC075;1;450.400000;450.4
SBMC083;4;366.450000;1465.8
SBMP081;5;397.950000;1989.75
SBMP082;8;230.840000;1846.72
SBMP083;3;261.450000;784.35
SBMP086;7;403.780000;2826.46
SBMP091;2;707.308943;1414.617886
SBMP097;2;487.200000;974.4
SBMR050;1;606.495935;606.495935
SBMX083;1;710.560976;710.560976
SCEXVDM;19;24.390244;463.414636
SCEXVDM2;10;48.772358;487.72358
SCNC014;10;153.470000;1534.7
SCNX014;2;440.642276;881.284552
SD-1213215;1;352.500000;352.5
SD-1213445;4;202.500000;810
SD-1214801;2;330.000000;660
SD-1218267;3;255.000000;765
SD-1250935;1;270.000000;270
SD-1251126;4;127.500000;510
SD-1254964;2;285.000000;570
SD-1258562;3;195.000000;585
SD-1308223;2;990.000000;1980
SD-1310016;8;195.000000;1560
SD-1310016;8;195.000000;1560
SD-1310113;2;285.000000;570
SD-1313035;8;210.000000;1680
SD-1313035;8;210.000000;1680
SD-1313301;10;277.500000;2775
SD-1313528;5;240.000000;1200
SD-1318355;4;255.000000;1020
SD-1350972;5;225.000000;1125
SD-1351354;7;165.000000;1155
SD-1353034;7;127.500000;892.5
SD-1353381;2;210.000000;420
SD-1357992;2;255.000000;510
SD-1358331;7;195.000000;1365
SD-1358331;7;195.000000;1365
SD-1388526;2;1005.000000;2010
SD-1613709;2;285.000000;570
SD-1651298;4;210.000000;840
SD-2214985;4;262.500000;1050
SD-2218243;2;246.750000;493.5
SD-2297960;2;297.750000;595.5
SD-2298524;2;408.750000;817.5
SD-2512407;5;217.500000;1087.5
SD-2652458;5;157.500000;787.5
SD-3118264;2;170.250000;340.5
SD-3158900;3;165.000000;495
SD-3212031;9;292.500000;2632.5
SD-3212037;3;202.500000;607.5
SD-3218112;3;165.000000;495
SD-3218172;4;172.500000;690
SD-3252008;5;150.000000;750
SD-3252010;4;135.000000;540
SD-3252028;6;285.000000;1710
SD-3252034;4;210.000000;840
SD-3311001;9;285.000000;2565
SD-3312759S;3;157.500000;472.5
SD-3313061;2;165.000000;330
SD-3315007;3;187.500000;562.5
SD-3352538;3;142.500000;427.5
SD-3355008;4;150.000000;600
SD-3355036;5;135.000000;675
SD-3355038;4;150.000000;600
SD-3355060;2;157.500000;315
SD-3416003;2;246.750000;493.5
SD-3416053;2;337.500000;675
SD-3456004;3;217.500000;652.5
SD-3456054;2;307.500000;615
SD-3512802;4;150.000000;600
SD-3513005;4;157.500000;630
SD-3513007;3;210.000000;630
SD-3513099;2;150.000000;300
SD-3513145;4;157.500000;630
SD-3513149;1;202.500000;202.5
SD-3513161;2;217.500000;435
SD-3519301;3;217.500000;652.5
SD-3551535;4;157.500000;630
SD-3552803;4;127.500000;510
SD-3552805;2;127.500000;255
SD-3553070;4;187.500000;750
SD-3553084;4;180.000000;720
SD-3559302;6;172.500000;1035
SD-3617001;3;157.500000;472.5
SD-3617023;4;232.500000;930
SD-3617039;5;165.000000;825
SD-3657010;3;157.500000;472.5
SD-3657012;2;217.500000;435
SD-3657014;2;217.500000;435
SD-3657024;5;180.000000;900
SD-3657044;3;270.000000;810
SE10;1;485.730000;485.73
SES1230H;1;741.658333;741.658333
SES1230TT;4;1202.360000;4809.44
SES1500TT;1;1146.560000;1146.56
SES1583CF;1;1650.398374;1650.398374
SES1898ICP;4;364.450000;1457.8
SES1899CB;1;947.150000;947.15
SES1987TT;8;1526.360000;12210.88
SES1989TT;5;1523.650000;7618.25
SES2300CF;2;1544.707317;3089.414634
SES3078;2;960.280000;1920.56
SES3078ICPBLK;9;487.796748;4390.170732
SES3078TIP;12;116.590000;1399.08
SES9001TT;2;942.270000;1884.54
SES9002ICP;2;355.450000;710.9
SES9004;1;1170.680000;1170.68
SES9102;1;1098.860000;1098.86
SES9200;2;1327.460000;2654.92
SFD068;1;500.000000;500
SFD073;2;578.040650;1156.0813
SFD078ST;1;772.080000;772.08
SFD098;1;578.853659;578.853659
SFDC066;4;171.536585;686.14634
SFDC068;2;101.120000;202.24
SFDC071;2;330.073171;660.146342
SFDC073;4;207.308943;829.235772
SFDC078;1;379.490000;379.49
SFDC082;6;236.730000;1420.38
SFDC087;3;434.951220;1304.85366
SFDC089;5;313.950000;1569.75
SFDC091;2;327.634146;655.268292
SFDM068;1;386.630000;386.63
SFDP068;1;177.260000;177.26
SFDP091;2;135.450000;270.9
SFDS078ST;2;667.330000;1334.66
SFDX066;3;568.810000;1706.43
SFDX068;2;437.800000;875.6
SFDX071;3;593.630000;1780.89
SFDX073;2;565.080000;1130.16
SFDX082;2;597.552846;1195.105692
SFDX087;1;831.570000;831.57
SFDX089;1;648.772358;648.772358
SFDX091;3;573.162602;1719.487806
SFTC006;10;287.600000;2876
SHD0395-1P-BK;3;18.691057;56.073171
SHDC014;2;385.357724;770.715448
SHDC015;1;280.479675;280.479675
SHDC017;1;280.479675;280.479675
SHDX014;2;695.113821;1390.227642
SHDX015;2;534.951220;1069.90244
SHYC103;4;310.700000;1242.8
SHYC105;7;231.000000;1617
SHYP105;3;195.121951;585.365853
SILFER8C7ES;131;18.070000;2367.17
SILFER8C7ES-5;10;99.585366;995.85366
SILFER8C7ES-8;10;159.341463;1593.41463
SILZKBR8D8S;24;9.682927;232.390248
SILZKBR8D8S-6;10;96.739837;967.39837
SILZKBR8D8S-6;10;96.739837;967.39837
SILZKBR8D8S-6;10;96.739837;967.39837
SILZKBR8D8S-8;10;128.983740;1289.8374
SILZKFR8D7S;104;19.350000;2012.4
SILZKFR8D7S-4;10;52.422764;524.22764
SILZKFR8F7S;64;28.410000;1818.24
SILZKFR8F7S-8;10;131.699187;1316.99187
SILZKGR8B8S;254;18.699187;4749.593498
SILZKGR8B8S-4;10;60.154472;601.54472
SILZKGR8B8S-6;10;90.235772;902.35772
SILZKGR8B8S-6;10;90.235772;902.35772
SILZKGR8C8S;98;35.910000;3519.18
SILZKGR8C8S-6;10;155.276423;1552.76423
SK15;1;182.080000;182.08
SKA58-S3B00;1;149.500000;149.5
SKA92-S3B00;1;195.500000;195.5
SKAEA-S3B00;1;253.000000;253
SKE18-S3B00;1;184.000000;184
SKG08-S3B00;1;172.500000;172.5
SKG68-S3B00;1;184.000000;184
SKG76-S3B00;1;172.500000;172.5
SKGB2-S3B00;1;138.000000;138
SKGB2-S3B00;1;138.000000;138
SKGD2-AVB00;1;143.750000;143.75
SKGL0-AUB00;1;172.500000;172.5
SKH26-S3B00;1;161.000000;161
SKHA2-S1B00;1;161.000000;161
SKHK8-S3B00;1;184.000000;184
SKK00-S3B00;1;230.000000;230
SKK04-S3B00;1;218.500000;218.5
SKM58-S3B00;1;149.500000;149.5
SKM74-S3B00;1;161.000000;161
SKM80-AUB00;1;184.000000;184
SKMD0-S3B00;1;161.000000;161
SKN20-AVB00;1;124.580000;124.58
SKP06-S3B00;1;207.000000;207
SKQ54-S3B00;1;172.500000;172.5
SKSB0-S3B00;1;184.000000;184
SKTJ4-S1B00;1;207.000000;207
SKTN0-S1B00;2;184.000000;368
SKV70-S3B00;1;212.750000;212.75
SMA0001-1P-BK;5;18.691057;93.455285
SMA0600-1P-BK;2;18.691057;37.382114
SMB005;1;1325.195122;1325.195122
SMBC003+SMBP003;10;802.430000;8024.3
SMBC004;2;427.630000;855.26
SMBP006;1;313.950000;313.95
SMN003;1;658.900000;658.9
SMNC011;12;196.739837;2360.878044
SMNSP022;1;217.800000;217.8
SMNX010;2;772.350000;1544.7
SMNX011;2;474.680000;949.36
SMNX014;5;789.930000;3949.65
SMZ008;1;683.730000;683.73
SNN0910-1P-BK;2;30.010000;60.02
SP-229;5;19.097561;95.487805
SP-27;30;20.886179;626.58537
SP1122WB;3;441.860000;1325.58
SP1128WB;10;386.950000;3869.5
SP1129WB;5;300.800000;1504
SP1355WB;1;348.360000;348.36
SP1573BLK;2;347.210000;694.42
SP1573WR;2;331.980000;663.96
SP2070P;4;265.260000;1061.04
SP3080BLK;2;279.670000;559.34
SP3081WB;2;399.990000;799.98
SP6063BLK;1;239.630000;239.63
SR-233;3;143.040000;429.12
SRN0601-4P-BK;1;86.000000;86
SRNC022;6;208.180000;1249.08
SRNC023;3;89.230000;267.69
SRNC026;4;189.160000;756.64
SRNC031;6;277.200000;1663.2
SRNC032;5;300.300000;1501.5
SRNPC027;4;403.290000;1613.16
SRNPX027;2;717.065041;1434.130082
SRNS026;1;551.211382;551.211382
SRNS028;2;683.731707;1367.463414
SRNX023;1;388.609756;388.609756
SSE0424-4P-BK;1;86.000000;86
SSTS009;2;865.845528;1731.691056
SSU1000-1P-BK;2;18.691057;37.382114
STAB122XLI30N;1;276.000000;276
STAB76A50014T;1;390.235772;390.235772
STY0014-1P-BK;1;26.720000;26.72
STYC009;1;691.048780;691.04878
STYP009;5;301.617886;1508.08943
STYX009;1;1027.940000;1027.94
SU81;2;231.910000;463.82
SUS00016;3;243.894309;731.682927
SUS00017;3;243.894309;731.682927
SVAGC005;4;376.414634;1505.658536
SVAGX005;4;715.439024;2861.756096
SVW019;1;479.666667;479.666667
SVWC039;1;652.024390;652.02439
SVWC042;9;386.630000;3479.67
SVWC042;9;386.630000;3479.67
SVWC043;6;404.869919;2429.219514
SVWC051;4;486.170732;1944.682928
SVWC052;1;331.920000;331.92
SVWC058;5;460.850000;2304.25
SVWC060;2;405.430000;810.86
SVWC064;4;450.450000;1801.8
SVWCS045;2;356.089431;712.178862
SVWP054;8;156.089431;1248.715448
SVWX020;1;640.642276;640.642276
SVWX036;4;735.200000;2940.8
SVWX036;4;735.200000;2940.8
SVWX039;1;1381.890000;1381.89
SVWX043;2;772.080000;1544.16
SVWX051;2;739.016260;1478.03252
SVWX052;2;569.097561;1138.195122
SVWX058;4;807.350000;3229.4
SVWX064;1;733.950000;733.95
SVXC060;1;231.699187;231.699187
SVXC062;3;327.160000;981.48
SVXP062;2;253.650407;507.300814
T50-1-1000-01;9;49.585366;446.268294
TBP-001;76;22.756098;1729.463448
TBP-002;87;24.382114;2121.243918
TBP-005;95;24.382114;2316.30083
"THE- B5 069 00";1;39.016260;39.01626
"THE-8J 002 00";1;731.707317;731.707317
"THE-8J 003 02";2;25.195122;50.390244
"THE-8V 001 02";3;253.658537;760.975611
"THE-8V 004 00";1;864.219512;864.219512
"THE-B5 003 00";1;32.512195;32.512195
"THE-B5 005 00";2;190.243902;380.487804
"THE-B5 007 02";1;171.536585;171.536585
"THE-B5 009 01";1;316.252033;316.252033
"THE-B5 014 00";1;967.471545;967.471545
"THE-B5 014 01";2;360.154472;720.308944
"THE-B5 017 00";1;309.747967;309.747967
"THE-B5 020 00";2;179.666667;359.333334
"THE-B5 024 00";1;437.390244;437.390244
"THE-B5 025 00";2;108.121951;216.243902
"THE-B5 037RE";1;204.056911;204.056911
"THE-B5 055 00";2;722.756098;1445.512196
TI-123-BK;17;95.740000;1627.58
TI-225;3;140.000000;420
TP-CS/1;2;730.600000;1461.2
TP-CT/26;1;1469.020000;1469.02
TP-CT/68;1;1570.590000;1570.59
TP-CT/69;1;1695.330000;1695.33
TP-MINR56/57-CA;1;581.520000;581.52
TS-0101-2025;5;53.490000;267.45
TS-0203-1009;4;178.853659;715.414636
TS-0203-1017;1;189.950000;189.95
TS-0203-1018;2;189.950000;379.9
TS-0203-1022;5;180.479675;902.398375
TS-0203-1022-2;10;360.878049;3608.78049
TS-0203-1025;2;349.585366;699.170732
TS-0203-1033;2;182.918699;365.837398
TS-0203-1036;1;182.918699;182.918699
TS-0203-1050;1;479.950000;479.95
TS-0203-1052;3;203.243902;609.731706
TS-0203-1057;4;195.113821;780.455284
TS-0203-1059;4;195.950000;783.8
TS-0203-1061;2;179.666667;359.333334
TS-0203-1061;2;179.666667;359.333334
TS-0203-1062;7;221.130081;1547.910567
TS-0203-1064;2;188.325000;376.65
TS-0203-1066;1;219.504065;219.504065
TS-0203-1067;2;422.756098;845.512196
TS-0203-1081;3;208.934959;626.804877
TS-0203-1101;4;24.382114;97.528456
TS-0203-1103;3;36.100000;108.3
TS-0203-1104;3;31.950000;95.85
TS-0203-1209;2;135.764228;271.528456
TS-0203-1250;1;247.959350;247.95935
TS-0203-1252;2;199.991870;399.98374
TS-0203-1257;4;178.853659;715.414636
TS-0203-1259;3;172.950000;518.85
TS-0203-1261;4;132.950000;531.8
TS-0203-1261;4;132.950000;531.8
TS-0203-1261;4;132.950000;531.8
TS-0203-1262;7;199.178862;1394.252034
TS-0203-1263;8;209.990000;1679.92
TS-0203-1264;4;154.463415;617.85366
TS-0203-1266;3;186.983740;560.95122
TS-0203-1281;1;186.983740;186.98374
TS-0203-1308;1;162.593496;162.593496
TS-0203-2002;2;28.447154;56.894308
TS-0204-1132;2;285.950000;571.9
TS-0204-1133;2;273.121951;546.243902
TS-0204-1134;1;285.950000;285.95
TS-0205-1010;2;341.455285;682.91057
TS-0205-1016;1;314.950000;314.95
TS-0215-1023;1;300.804878;300.804878
TS-0215-1027;1;601.617886;601.617886
TS-0223-1063;10;229.950000;2299.5
TS-0223-1063;10;229.950000;2299.5
TS-0223-1063;10;229.950000;2299.5
TS-0223-1063/2;10;406.487805;4064.87805
TS-0223-1066;8;229.950000;1839.6
TS-0223-1077;1;229.950000;229.95
TS-0223-1078;3;211.373984;634.121952
TS-0223-1079;4;203.243902;812.975608
TS-0223-1089;1;248.950000;248.95
TS-0223-1091;4;195.113821;780.455284
TS-0223-1094;2;211.373984;422.747968
TS-0223-1266;5;178.853659;894.268295
TS-0223-1279;5;195.113821;975.569105
TS-0302-1002;3;325.195122;975.585366
TS-0401-1109;1;183.700000;183.7
TS-0402-1001;3;24.382114;73.146342
TS-0402-1004;2;20.317073;40.634146
TS-0402-1005;2;20.317073;40.634146
TS-0402-1006;5;28.450000;142.25
TS-0402-1013;2;28.450000;56.9
TS-0402-1014;2;20.317073;40.634146
TS-0404-1005;3;159.950000;479.85
TS-0404-1024;2;189.950000;379.9
TS-0506-1041;1;345.950000;345.95
TS-0506-1041;1;345.950000;345.95
TS-0551-1012;2;344.950000;689.9
TS-0552-1011;2;349.950000;699.9
TS-0552-1012;1;349.950000;349.95
TS-0553-1012;2;443.950000;887.9
TS-0604-1155;2;190.235772;380.471544
TS-0622-5072;3;182.918699;548.756097
TS-0622-9122;3;128.447154;385.341462
TS-0623-1071;1;158.528455;158.528455
TS-0623-1072;4;195.890000;783.56
TS-0623-1073;3;182.918699;548.756097
TS-0629-1072;2;134.951220;269.90244
TS-0629-1102;3;143.950000;431.85
TS-0629-3051;3;146.333333;438.999999
TS-0645-1052;3;185.357724;556.073172
TS-0645-2052;5;154.463415;772.317075
TS-0645-3052;3;189.950000;569.85
TS-0645-4052;3;185.357724;556.073172
TS-0646-1072;2;189.950000;379.9
TS-0701-1013;1;135.764228;135.764228
TS-0720-1002;3;35.764228;107.292684
TS-0720-1003;3;44.707317;134.121951
TS-0720-1004;4;35.764228;143.056912
TS-0720-1007;2;39.016260;78.03252
TS-0740-1002;2;20.926829;41.853658
TS-0801-1002;3;111.373984;334.121952
"TTE500 N54";1;1697.959350;1697.95935
"TTE500 N54-1";1;1697.959350;1697.95935
TTE780;2;4341.455285;8682.91057
TTE80;2;97.550000;195.1
TTEIS38;1;1597.552846;1597.552846
U3P3AS1X;2;359.100000;718.2
U3P3CCM5;2;350.100000;700.2
U3P3CCM6;2;359.100000;718.2
U3P3MX5D;2;359.100000;718.2
U3P3ZC25;4;440.100000;1760.4
U3P3ZC63;4;350.100000;1400.4
U3P3ZC63;4;350.100000;1400.4
U5001;52;50.398374;2620.715448
U5001-4;10;122.756098;1227.56098
U5014;304;26.410000;8028.64
U5020;54;36.010000;1944.54
U5055;60;32.512195;1950.7317
U5055-4;10;133.300813;1333.00813
U5055-4;10;133.300813;1333.00813
U5055-6;10;200.357724;2003.57724
U5055-6;10;200.357724;2003.57724
U5055-6;10;200.357724;2003.57724
U5055-6;10;200.357724;2003.57724
U5093;20;75.040650;1500.813
U5093-4;10;275.601626;2756.01626
U5096;32;26.410000;845.12
U5096-4;10;164.219512;1642.19512
U5099;50;75.040650;3752.0325
U5099-4;10;357.715447;3577.15447
U5237;6;50.398374;302.390244
U5237-6;10;225.195122;2251.95122
U5333;28;262.593496;7352.617888
U5333-4;10;262.593496;2625.93496
U5400;56;75.040650;4202.2764
U5400-4;10;251.439024;2514.39024
UBH23;2;119.880000;239.76
UBT38B;2;299.700000;599.4
UBT39;1;93.240000;93.24
UBT44;1;246.420000;246.42
UBT45;1;246.420000;246.42
UE-TW2-1212;4;113.008130;452.03252
UR-AF23-316;2;202.439024;404.878048
UR-AF25-085;1;238.840000;238.84
UR-AF27-264;1;221.056911;221.056911
UR-AF27-377;1;254.065041;254.065041
UR-AF27-486;2;234.959350;469.9187
UR-AR12-529;2;180.894309;361.788618
UR-AR18-282;3;202.439024;607.317072
UR-AR18-303;5;202.439024;1012.19512
UR-AR18-642;1;205.780000;205.78
UR-AR19-010;1;210.740000;210.74
UR-AR19-378;1;194.308943;194.308943
UR-AR19-644;1;202.439024;202.439024
UR-AR23-361;1;210.569106;210.569106
UR-AR23-485;2;210.569106;421.138212
UR-FD3-019;4;174.796748;699.186992
UR-FD3-041;1;177.690000;177.69
UR-FD3-079;2;174.796748;349.593496
UR-FD3-1018;2;174.796748;349.593496
UR-FD3-107;1;174.796748;174.796748
UR-FD3-1161;2;174.796748;349.593496
UR-FD3-1320;2;174.796748;349.593496
UR-FD3-1456;1;174.796748;174.796748
UR-FD3-1749;3;174.796748;524.390244
UR-FD3-3740P;1;174.796748;174.796748
UR-FD3-897;1;174.796748;174.796748
UR-FD3-903;2;174.796748;349.593496
UR-FD3-947;2;174.796748;349.593496
UR-FT4-2846;2;189.024390;378.04878
UR-LA2-1027;3;81.292683;243.878049
UR-LA2-1110;4;89.422764;357.691056
UR-LA2-1232;2;91.463415;182.92683
UR-LA2-1256;4;89.422764;357.691056
UR-LA2-1291;2;79.268293;158.536586
UR-LA2-1347;2;91.463415;182.92683
UR-LA2-1503;2;88.617886;177.235772
UR-LA2-1647;2;80.487805;160.97561
UR-LA2-2090;2;97.560976;195.121952
UR-LA2-2803;6;88.617886;531.707316
UR-LA2-2804;3;81.292683;243.878049
UR-LA2-3052;2;79.268293;158.536586
UR-LA2-312A;1;103.310000;103.31
UR-LA2-3208;8;81.292683;650.341464
UR-LA2-3677;2;81.292683;162.585366
UR-LA2-4079;1;81.292683;81.292683
UR-LA2-4264;10;101.626016;1016.26016
UR-LA2-829;3;77.235772;231.707316
UR-LA2-853;3;126.016260;378.04878
UR-LA2-972;3;80.487805;241.463415
UR-LA3-3524;4;126.016260;504.06504
UR-LA4-1192;6;134.951220;809.70732
UR-LA4-1233;2;126.016260;252.03252
UR-LA4-1445;1;152.439024;152.439024
UR-LA4-147;3;134.951220;404.85366
UR-LA4-148;4;126.016260;504.06504
UR-LA4-157x;3;134.146341;402.439023
UR-LA4-1822;4;161.788618;647.154472
UR-LA4-2433;4;134.146341;536.585364
UR-LA4-2573;1;134.146341;134.146341
UR-LA4-259;1;142.560000;142.56
UR-LA4-264;2;134.146341;268.292682
UR-LA4-2759;3;152.439024;457.317072
UR-LA4-2883;3;134.951220;404.85366
UR-LA4-299;3;126.016260;378.04878
UR-LA4-3053;2;134.146341;268.292682
UR-LA4-310;2;134.146341;268.292682
UR-LA4-3214;2;134.146341;268.292682
UR-LA4-343;3;134.146341;402.439023
UR-LA4-3718;3;134.951220;404.85366
UR-LA4-3887;1;134.146341;134.146341
UR-LA4-420;3;134.146341;402.439023
UR-LA4-4265;1;177.227642;177.227642
UR-LA4-511;2;152.439024;304.878048
UR-LA4-512;3;158.536585;475.609755
UR-LA4-651;10;134.951220;1349.5122
UR-LA4-731;3;134.146341;402.439023
UR-LA4-847;1;136.357724;136.357724
UR-LA4-854;3;161.788618;485.365854
UR-LA4-991;3;134.146341;402.439023
UR-LA5-1421;1;152.837398;152.837398
UR-LA6-1292;4;178.853659;715.414636
UR-LA6-3012;3;197.154472;591.463416
UR-LA6-3066;2;178.853659;357.707318
UR-LA6-3705;6;189.422764;1136.536584
UR-LA8-1257;10;199.186992;1991.86992
UR-ML2-1258;2;78.040650;156.0813
UR-ML2-1293;3;73.162602;219.487806
UR-ML2-1824;3;81.292683;243.878049
UR-ML2-2091;1;91.463415;91.463415
UR-ML2-2261;2;113.008130;226.01626
UR-ML2-2760;4;126.821138;507.284552
UR-ML2-2991;10;91.463415;914.63415
UR-ML2-2992;6;89.422764;536.536584
UR-ML2-3055;5;105.682927;528.414635
UR-ML2-421;3;81.292683;243.878049
UR-ML4-1193;4;126.821138;507.284552
UR-ML4-1371;2;140.243902;280.487804
UR-ML4-1413;1;158.536585;158.536585
UR-ML4-1422;2;140.243902;280.487804
UR-ML4-1650;3;148.373984;445.121952
UR-ML4-265;3;161.788618;485.365854
UR-ML4-300;2;134.146341;268.292682
UR-ML4-3054;3;126.821138;380.463414
UR-ML4-3067;1;162.593496;162.593496
UR-ML4-4080;2;140.243902;280.487804
UR-ML4-788;4;126.016260;504.06504
UR-ML4-848;1;128.097561;128.097561
UR-ML6-3719;1;186.178862;186.178862
UR-ML6-973;3;186.178862;558.536586
UR-PB4-2847P;3;136.357724;409.073172
UR-RE2-065;4;113.008130;452.03252
UR-RE2-066;2;113.008130;226.01626
UR-RE2-072;3;113.008130;339.02439
UR-RE2-081;2;119.918699;239.837398
UR-RE2-1107;4;95.528455;382.11382
UR-RE2-1157;2;104.878049;209.756098
UR-RE2-116A;2;126.016260;252.03252
UR-RE2-1190;2;113.813008;227.626016
UR-RE2-1270;3;95.926829;287.780487
UR-RE2-1290;3;113.008130;339.02439
UR-RE2-1346;3;111.788618;335.365854
UR-RE2-1645;1;113.813008;113.813008
UR-RE2-1750;2;137.398374;274.796748
UR-RE2-177;1;105.682927;105.682927
UR-RE2-1821;1;120.317073;120.317073
UR-RE2-1833;1;95.528455;95.528455
UR-RE2-2089;5;101.626016;508.13008
UR-RE2-2171;3;104.878049;314.634147
UR-RE2-2432A;6;136.577236;819.463416
UR-RE2-2481;3;126.016260;378.04878
UR-RE2-2744;3;126.016260;378.04878
UR-RE2-2758A;2;148.373984;296.747968
UR-RE2-3015A;2;148.373984;296.747968
UR-RE2-3111;2;113.008130;226.01626
UR-RE2-3217A;2;152.439024;304.878048
UR-RE2-3326;2;93.398374;186.796748
UR-RE2-3933A;4;148.373984;593.495936
UR-RE2-3934;3;95.528455;286.585365
UR-RE2-396;2;140.243902;280.487804
UR-RE2-4262;13;101.626016;1321.138208
UR-RE2-465A;4;161.788618;647.154472
UR-RE3-2576;2;134.146341;268.292682
UR-RE3-730;2;107.723577;215.447154
UR-RE4-122;2;162.593496;325.186992
UR-RE4-1321;4;140.243902;560.975608
UR-RE4-1916;5;147.146341;735.731705
UR-RE4-3213A;3;162.593496;487.780488
UR-RE4-801;2;186.178862;372.357724
UR-RE4-958;3;161.788618;485.365854
UR-RL2-1048;3;80.487805;241.463415
UR-RL2-1080;2;81.292683;162.585366
UR-RL2-124;3;75.203252;225.609756
UR-RL2-1273;2;91.463415;182.92683
UR-RL2-1295;3;81.292683;243.878049
UR-RL2-1370;2;91.463415;182.92683
UR-RL2-1414;1;79.268293;79.268293
UR-RL2-2146;2;77.235772;154.471544
UR-RL2-2434;5;80.487805;402.439025
UR-RL2-2525;8;88.609756;708.878048
UR-RL2-2614;3;95.528455;286.585365
UR-RL2-2807;6;88.617886;531.707316
UR-RL2-2887;2;95.528455;191.05691
UR-RL2-301;3;79.268293;237.804879
UR-RL2-3014;2;81.292683;162.585366
UR-RL2-3056;2;81.292683;162.585366
UR-RL2-3304;2;89.422764;178.845528
UR-RL2-3707;7;89.422764;625.959348
UR-RL2-3896;1;95.528455;95.528455
UR-RL2-3935;2;119.918699;239.837398
UR-RL2-422;3;81.292683;243.878049
UR-RL2-4267;2;95.528455;191.05691
UR-RL2-514;3;91.463415;274.390245
UR-RL2-652;3;79.268293;237.804879
