FLUXO;PERIODO;NIF;REF;NC;PAIS;PORIGEM;REGIAO;CODENT;NATTRA;MODTRA;AERPOR;MASSA;UNSUP;VALFAC;"VAL ESTAT";ADQNIF;ERRO
INTRA-EX,202406,513881387,TI-123-BK,40091100,LT,PT,10,EXW,11,3,,"2,1",1,97,,QV999999999999,
INTRA-EX,202406,513881387,AC-200-QS,87089997,LT,PT,10,EXW,11,3,,"0,4",1,74,,QV999999999999,
INTRA-EX,202406,513881387,ATMSP3081,87089135,AT,PT,10,EXW,11,3,,"1,5",1,49,,QV999999999999,
INTRA-EX,202406,513881387,FMINLH12-RD,40091100,LT,PT,10,EXW,11,3,,"0,5",1,66,,QV999999999999,
INTRA-EX,202406,513881387,WB-567,84213100,LT,PT,10,EXW,11,3,,"0,3",1,48,,QV999999999999,
INTRA-EX,202406,513881387,MMRA-LC,87089235,BG,PT,10,EXW,11,3,,"0,2",2,25,,BG206125482,
INTRA-EX,202406,513881387,9-421-1000,84133080,BG,PT,10,EXW,11,3,,"0,5",1,122,,BG206125482,
INTRA-EX,202406,513881387,6-1002-FRB,84133080,BG,PT,10,EXW,11,3,,"0,4",1,90,,BG206125482,
INTRA-EX,202406,513881387,9-301-1000,84133080,BG,PT,10,EXW,11,3,,"0,5",1,109,,BG206125482,
INTRA-EX,202406,513881387,MMTS-S2K-00L,90321020,BG,PT,10,EXW,11,3,,"0,2",1,35,,BG206125482,
INTRA-EX,202406,513881387,06D998907,87089997,CY,PT,10,EXW,11,3,,"0,1",4,23,,QV999999999999,
INTRA-EX,202406,513881387,WHT005184,40091100,CY,PT,10,EXW,11,3,,"0,1",1,8,,QV999999999999,
INTRA-EX,202406,513881387,AC-200K03-MD,84198998,CY,PT,10,EXW,11,3,,"0,5",1,68,,QV999999999999,
INTRA-EX,202406,513881387,KL091672R,87089997,CY,PT,10,EXW,11,3,,"6,5",1,224,,CY10257164V,
INTRA-EX,202406,513881387,ILZKAR8H8S-4,85111000,IE,PT,10,EXW,11,3,,"0,2",1,66,,IE6412845H,
INTRA-EX,202406,513881387,ATINTHON02-BK,87089997,IE,PT,10,EXW,11,3,,"22,3",1,757,,IE6412845H,
INTRA-EX,202406,513881387,FMTUBL7,87089997,IE,PT,10,EXW,11,3,,"0,3",1,110,,IE6412845H,
INTRA-EX,202406,513881387,EVE-FK2-CF-CHG,,IE,PT,10,EXW,11,3,,"0,1",1,658,,IE6412845H,
INTRA-EX,202406,513881387,R13-10-2,87089997,SE,PT,10,EXW,11,3,,"0,1",1,79,,QV999999999999,
INTRA-EX,202406,513881387,MS100208-4,84099100,FI,PT,10,EXW,11,3,,"1,1",1,120,,QV999999999999,
INTRA-EX,202406,513881387,PST78,87088035,HR,PT,10,EXW,11,3,,"3,4",1,112,,QV999999999999,
INTRA-EX,202406,513881387,SILZKBR8D8S-6,84099100,LU,PT,10,EXW,11,3,,"0,2",1,64,,QV999999999999,
INTRA-EX,202406,513881387,AC-WS-NI-15,87088099,LU,PT,10,EXW,11,3,,"1,6",2,104,,LU29549212,
INTRA-EX,202406,513881387,FMINDR35,84213100,LU,PT,10,EXW,11,3,,"4,1",1,382,,LU29549212,
INTRA-EX,202406,513881387,CTS-IT-300R,84213100,DE,PT,10,EXW,11,3,,"4,1",1,276,,QV999999999999,
